Unnamed: 0,retirobaixo,tresmarias,queimado,peixeangelical,serradamesa,sobradinho,itaparica,tucurui,pamx,xingo,canabrava,saosalvador,estreito,lajeado
183,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
184,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
185,241.59,19528.0,557.0,2741.0,53750.063271209285,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
186,241.59,19522.534454478948,557.0,2741.0,52778.85805119256,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
187,241.59,19328.5424773136,557.0,2741.0,51616.54975897264,33106.94673496161,10782.0,48930.00391691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
188,241.59,19100.658361854414,557.0,2741.0,50515.59698240386,31242.38974526341,10782.0,45089.62175721926,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
189,241.59,19042.893010768494,557.0,2741.0,49521.411154987465,29552.17280615781,10782.0,39852.26622842759,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
190,241.59,19528.0,557.0,2741.0,49279.637568902464,30572.16287091269,10782.0,36468.243441774015,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
191,241.59,19528.0,557.0,2741.0,49363.42704714313,34116.0,10782.0,37901.19128881859,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
192,241.59,19528.0,557.0,2741.0,50935.08676405473,34116.0,10782.0,49616.504063869295,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
193,241.59,19528.0,557.0,2741.0,53581.24379625445,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
194,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
195,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
196,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
197,241.59,19528.0,557.0,2741.0,54009.26327120928,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
198,241.59,19528.0,557.0,2741.0,53283.86215753269,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
199,241.59,19384.88572492187,557.0,2741.0,52650.59886022942,32844.46353496161,10782.0,50234.38471691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
200,241.59,19403.1167717524,557.0,2741.0,51671.14714977016,31286.878104485106,10782.0,49137.45517172359,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
201,241.59,19505.572094691808,557.0,2741.0,51387.578475577226,29375.83024781965,10782.0,46786.45827126377,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
202,241.59,19528.0,557.0,2741.0,51980.809472231245,32839.18662500336,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
203,241.59,19528.0,557.0,2741.0,53835.13353115953,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
204,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
205,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
206,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
207,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
208,241.59,19452.35336433131,557.0,2741.0,54011.062224326895,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
209,241.59,19234.679977729465,557.0,2741.0,53341.14644065152,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
210,241.59,18846.970448379994,557.0,2741.0,52354.82521804556,33236.87484423972,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
211,241.59,18375.943810714387,557.0,2741.0,51172.15507126364,31268.56914307634,10782.0,47641.693516919775,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
212,241.59,17852.173750467526,557.0,2741.0,50051.70689792777,28696.20248915836,10782.0,43240.29272738066,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
213,241.59,17501.878750291587,557.0,2741.0,49275.20299575063,26551.619932683523,10782.0,38712.80781871474,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
214,241.59,18293.19669675608,557.0,2741.0,49565.07864926825,25914.846738044234,10782.0,35100.23644414195,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
215,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
216,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
217,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
218,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
219,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
220,241.59,19528.0,557.0,2741.0,54394.073424326896,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
221,241.59,19528.0,557.0,2741.0,53713.04427386975,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
222,241.59,19528.0,557.0,2741.0,52717.82014652396,34116.0,10782.0,49767.28780183969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
223,241.59,19492.02172492187,557.0,2741.0,51512.811235844885,33364.07313496161,10782.0,46225.89916104029,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
224,241.59,19279.32935902169,557.0,2741.0,50230.70865888791,31622.936338740063,10782.0,40695.951957852914,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
225,241.59,19392.6944803562,557.0,2741.0,49277.148434889226,29777.787224628824,10782.0,34257.115353744855,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
226,241.59,19528.0,557.0,2741.0,48921.61380468544,32757.00777513137,10782.0,32907.954795617,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
227,241.59,19528.0,557.0,2741.0,49428.92637198899,34116.0,10782.0,35589.8313323204,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
228,241.59,19528.0,557.0,2741.0,49650.62632158287,34116.0,10782.0,39772.07144547494,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
229,241.59,19528.0,557.0,2741.0,50310.89029096058,34116.0,10782.0,47772.78176712916,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
230,241.59,19528.0,557.0,2741.0,52358.28367553349,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
231,241.59,19528.0,557.0,2741.0,52941.68516825416,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
232,241.59,19528.0,557.0,2741.0,52278.95969172231,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
233,241.59,19528.0,557.0,2741.0,51223.55119031508,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
234,241.59,19348.43845447895,557.0,2741.0,49944.77228028181,33060.100444239724,10782.0,48623.61100183969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
235,241.59,19015.55232140492,557.0,2741.0,48577.88208540315,30950.84524594231,10782.0,45090.022742983114,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
236,241.59,18638.03734501496,557.0,2741.0,47195.00665424448,28046.43970142883,10782.0,40279.29450661667,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
237,241.59,18447.113423267427,557.0,2741.0,46069.414591676206,25766.24607252937,10782.0,36005.201848118144,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
238,241.59,19528.0,557.0,2741.0,45834.26704636623,26791.39777272242,10782.0,34113.59857149116,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
239,241.59,19528.0,557.0,2741.0,46065.90987797072,34116.0,10782.0,37996.88289440267,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
240,241.59,19528.0,557.0,2741.0,47026.527486390194,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
241,241.59,19528.0,557.0,2741.0,48091.343507982245,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
242,241.59,19528.0,557.0,2741.0,50048.59781680227,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
243,241.59,19528.0,557.0,2741.0,51457.84937681932,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
244,241.59,19528.0,557.0,2741.0,51212.34964755001,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
245,241.59,19528.0,557.0,2741.0,50651.41517014477,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
246,241.59,19528.0,557.0,2741.0,49732.82819606032,32985.10524423972,10782.0,48896.807801839685,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
247,241.59,19392.92092492187,553.5765416866018,2741.0,48636.97255056779,30799.7383114182,10782.0,44508.8658947802,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
248,241.59,19123.422225226725,547.4314108533276,2741.0,47539.05581351427,27968.881897400388,10782.0,38677.513781541355,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
249,241.59,18923.664849881538,551.8185812985566,2741.0,46412.92869015135,25050.579806909023,10782.0,32056.74128429529,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
250,241.59,18728.57791747135,557.0,2741.0,45404.96416088217,22992.588727164068,10782.0,25395.672800593078,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
251,241.59,19260.75834585993,557.0,2741.0,45540.586222900885,24871.096211426702,10782.0,22474.780122142336,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
252,241.59,19528.0,557.0,2741.0,45076.66339701716,33513.33918536194,10782.0,31602.020800463717,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
253,241.59,19528.0,557.0,2741.0,45138.03735281568,34116.0,10782.0,36039.708634395654,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
254,241.59,19528.0,557.0,2741.0,48074.13376948467,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
255,241.59,19528.0,557.0,2741.0,48082.451473467976,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
256,241.59,19528.0,552.5785311330317,2741.0,47538.89261694405,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
257,241.59,19528.0,549.8729218735655,2741.0,46525.89681583607,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
258,241.59,19528.0,544.053932500747,2741.0,45268.25180068405,33301.15644423972,10782.0,47988.830201839686,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
259,241.59,19465.23772492187,535.4835941478588,2741.0,43901.95125405442,31205.625427011928,10782.0,43059.66601286645,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
260,241.59,19470.331963589226,537.4001288933523,2741.0,42539.61688746155,28595.86897739918,10782.0,37172.82360273658,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
261,241.59,19299.48496991232,536.5300221039263,2741.0,41233.836207031,25953.06654844521,10782.0,30741.665409190155,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
262,241.59,19528.0,557.0,2741.0,40514.53480913452,26051.0495481439,10782.0,25187.452853487794,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
263,241.59,19528.0,557.0,2741.0,41536.01834662324,32556.456900712496,10782.0,28368.23018033763,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
264,241.59,19528.0,557.0,2741.0,41080.30229301357,34116.0,10782.0,41508.62583217046,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
265,241.59,19528.0,557.0,2741.0,40820.64781871007,34116.0,10782.0,44486.67511584552,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
266,241.59,19528.0,557.0,2741.0,41372.120167598216,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
267,241.59,19528.0,557.0,2741.0,41872.30145183178,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
268,241.59,19528.0,557.0,2741.0,41141.66746869381,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
269,241.59,19263.464820331308,557.0,2741.0,40163.760346526265,33429.76321081775,10782.0,49430.01506290952,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
270,241.59,18846.216628311613,557.0,2741.0,38990.06283918384,31295.410402961505,10782.0,44775.79177368041,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
271,241.59,18337.69413107364,557.0,2741.0,37725.10460300464,28330.77897534893,10782.0,38798.73201053582,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
272,241.59,17842.526628517036,557.0,2741.0,36434.84618486174,24922.370582077856,10782.0,32428.950640973933,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
273,241.59,17559.20817715273,557.0,2741.0,35597.22584279927,22441.78977421528,10782.0,28160.738531491712,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
274,241.59,18062.75488843514,557.0,2741.0,35198.70587953315,21660.99160007992,10782.0,26520.825069860548,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
275,241.59,19528.0,557.0,2741.0,36359.55322278149,27714.42655460166,10782.0,30806.06900138566,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
276,241.59,19528.0,557.0,2741.0,36912.14170911154,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
277,241.59,19528.0,557.0,2741.0,38912.950340925454,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
278,241.59,19528.0,557.0,2741.0,38790.30536799232,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
279,241.59,19528.0,557.0,2741.0,39188.64740499567,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
280,241.59,19369.32296433131,557.0,2741.0,38333.25268188709,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
281,241.59,18947.10935580979,557.0,2741.0,37257.084357063,33152.419210817745,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
282,241.59,18396.7894708904,557.0,2741.0,35996.56398442691,30677.25429395085,10782.0,49727.11180183969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
283,241.59,17779.50345944439,557.0,2741.0,34645.823309535386,27403.88061120905,10782.0,45167.92289148367,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
284,241.59,17143.109626647456,557.0,2741.0,33297.640311683295,23646.043660449795,10609.312434521884,38978.166594842114,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
285,241.59,16494.054338851332,557.0,2741.0,31903.2061555667,19816.17706771054,10436.961807216248,31813.25311935148,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
286,241.59,16615.083978711817,557.0,2741.0,30968.05618873296,17722.127051724856,10782.0,25888.798940829685,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
287,241.59,16873.65945100362,557.0,2741.0,32594.319618419417,24814.525955388013,10782.0,34570.095342616165,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
288,241.59,18530.41945712432,557.0,2741.0,33993.6787776892,30779.29930117524,10782.0,41340.23450993651,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
289,241.59,19101.49429075168,557.0,2741.0,35378.2844596384,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
290,241.59,19528.0,557.0,2741.0,36004.54068004699,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
291,241.59,19528.0,557.0,2741.0,37065.91744329619,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
292,241.59,19144.33736433131,557.0,2741.0,36280.6043478984,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
293,241.59,18686.462142316133,557.0,2741.0,35358.893724146634,32818.05121081775,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
294,241.59,18094.0014193136,557.0,2741.0,34178.08124507023,30136.951483012504,10782.0,47616.53260183969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
295,241.59,17434.58067255804,557.0,2741.0,32899.35475926001,26703.16765646842,10782.0,42834.60480563603,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
296,241.59,16762.729762717456,557.0,2741.0,31616.40819917928,22865.36663343364,10513.408434521883,37194.23778695888,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
297,241.59,16400.917624052836,557.0,2741.0,30626.905132675,19098.435983308365,10275.208746055489,30709.4813389928,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
298,241.59,16537.59468175821,557.0,2741.0,30069.441999723105,19865.48584105115,10782.0,27804.35921453937,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
299,241.59,19260.381525312176,557.0,2741.0,31174.47219280349,26269.051330392816,10782.0,30360.483637551362,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
300,241.59,19528.0,557.0,2741.0,32084.90253903448,34116.0,10782.0,47385.97771003159,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
301,241.59,19528.0,557.0,2741.0,31675.66227523929,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
302,241.59,19528.0,557.0,2741.0,33005.48394682061,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
303,241.59,19528.0,557.0,2741.0,32669.537462709504,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
304,241.59,19528.0,557.0,2741.0,32215.174604785352,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
305,241.59,19496.74482033131,557.0,2741.0,31400.60514148301,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
306,241.59,19151.203126106924,557.0,2741.0,30235.54188459394,32551.204444239724,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
307,241.59,18751.79838894085,557.0,2741.0,28976.43266720839,29815.07425772646,10782.0,48013.99111691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
308,241.59,18317.866793372315,557.0,2741.0,27675.706808314964,26488.91805142352,10782.0,44534.92638018196,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
309,241.59,17864.99826584252,557.0,2741.0,26592.25316517959,23110.90478913384,10782.0,40131.39281080407,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
310,241.59,17720.229630398066,557.0,2741.0,27352.460326700704,22462.021154774146,10782.0,48913.6915072935,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
311,241.59,19528.0,557.0,2741.0,30188.35007442257,29831.962677288782,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
312,241.59,19528.0,557.0,2741.0,34836.01393477397,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
313,241.59,19528.0,557.0,2741.0,38358.98843238483,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
314,241.59,19528.0,557.0,2741.0,43253.235136087584,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
315,241.59,19528.0,557.0,2741.0,46579.985353397926,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
316,241.59,19528.0,557.0,2741.0,46429.498389040506,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
317,241.59,19528.0,557.0,2741.0,45843.603489207824,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
318,241.59,19436.825654478947,557.0,2741.0,44895.47910513866,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
319,241.59,19208.20198717367,557.0,2741.0,43736.31837984367,32892.67473496161,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
320,241.59,18967.626745591628,557.0,2741.0,42542.92071285068,30711.85297919892,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
321,241.59,18717.23310575801,557.0,2741.0,41462.12036549636,29046.64603176645,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
322,241.59,19450.28675690968,557.0,2741.0,40784.01422465763,28121.966122286834,10782.0,48614.48220357066,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
323,241.59,19528.0,557.0,2741.0,41470.43399208528,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
324,241.59,19528.0,557.0,2741.0,42849.46954952945,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
325,241.59,19528.0,557.0,2741.0,47018.99173248476,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
326,241.59,19528.0,557.0,2741.0,48853.484500481805,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
327,241.59,19528.0,557.0,2741.0,50851.93166081819,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
328,241.59,19495.20776433131,557.0,2741.0,51378.64652658089,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
329,241.59,19264.457586494103,557.0,2741.0,50698.1709198836,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
330,241.59,19010.58916778962,557.0,2741.0,49806.26311281192,32786.90364423972,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
331,241.59,18574.00606251009,557.0,2741.0,48560.2383239136,30994.029143036805,10782.0,49208.55751691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
332,241.59,18288.23342679816,557.0,2741.0,47356.25904935652,28223.38778115329,10782.0,45691.86095419554,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
333,241.59,18229.1399141988,557.0,2741.0,46345.58742677403,26613.51605960401,10782.0,42716.83426009082,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
334,241.59,18187.67818454761,557.0,2741.0,45477.66948267903,26841.001583109515,10782.0,41877.865767271964,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
335,241.59,18557.048445939305,557.0,2741.0,45631.972279785965,29057.30674105902,10782.0,42036.033898877875,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
336,241.59,19528.0,557.0,2741.0,52592.51012554472,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
337,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
338,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
339,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
340,241.59,19286.29256433131,557.0,2741.0,53716.43822432689,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
341,241.59,18851.34861869056,557.0,2741.0,52829.36405599428,32991.71521081775,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
342,241.59,18290.575921784755,557.0,2741.0,51656.73982890582,30615.69379942001,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
343,241.59,17700.325498555943,556.2549416866018,2741.0,50374.03023763988,27488.21089046165,10782.0,48506.81671691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
344,241.59,17092.634140811348,544.8805284198476,2741.0,49009.5549936356,24000.6097133452,10782.0,44456.95909295402,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
345,241.59,16751.68180021409,557.0,2741.0,47937.38269260491,20702.67462698953,10782.0,40002.65338874865,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
346,241.59,17214.5906574798,557.0,2741.0,47697.46380379318,20453.325103826028,10782.0,37958.41106876888,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
347,241.59,17753.750260942255,557.0,2741.0,47458.64742155454,25252.901270531533,10782.0,39987.21547637841,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
348,241.59,19528.0,557.0,2741.0,50135.144542956405,33837.972430941736,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
349,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
350,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
351,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
352,241.59,19484.49416433131,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
353,241.59,19204.52513383029,557.0,2741.0,53892.62327120928,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
354,241.59,18787.433307580493,557.0,2741.0,53028.21963884888,32719.943644239724,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
355,241.59,18279.046786318027,557.0,2741.0,51934.91992861863,30205.29337554436,10782.0,47719.36711691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
356,241.59,17848.818388370073,550.7968422142803,2741.0,50633.49013025402,27067.002200931147,10782.0,43398.231679104516,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
357,241.59,17436.925943707385,549.7923311719637,2741.0,49577.514697454695,23837.39649863264,10782.0,38364.29520594997,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
358,241.59,17943.19102643245,557.0,2741.0,49390.10713747628,22155.31417094897,10782.0,36084.66388460417,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
359,241.59,19528.0,557.0,2741.0,50770.1384357537,30830.904039737587,10782.0,44631.81037070368,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
360,241.59,19528.0,557.0,2741.0,53205.92475036611,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
361,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
362,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
363,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
364,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
